,Data Set 3:Pressure(kPa),Data Set 3:Angle(rad)
0,84.238067626953,3.3132075413352125e-05
1,90.96070098877,3.833962312659642e-05
2,112.138580322266,4.3773584646699775e-05
3,120.09211730957,4.196226491323221e-05
4,101.912605285645,3.516981127334049e-05
5,87.362678527832,3.2e-05
6,84.837745666504,3.449056598667338e-05
7,97.841148376465,4.105660427326487e-05
8,119.587135314941,4.4e-05
9,114.253211975098,3.9471698346630424e-05
10,94.464050292969,3.335849057333423e-05
11,84.963989257812,3.222641496668993e-05
12,87.678298950195,3.675471719997494e-05
13,106.489044189453,4.3094340133253246e-05
14,121.670204162598,4.3094340133253246e-05
15,106.646850585938,3.698113178004161e-05
16,89.635116577148,3.222641496668993e-05
17,84.048706054688,3.335849057333423e-05
18,93.043769836426,3.92452829933302e-05
19,114.789756774902,4.4e-05
20,118.293098449707,4.105660427326487e-05
21,98.251449584961,3.449056598667338e-05
22,86.289581298828,3.2e-05
23,85.62678527832,3.516981127334049e-05
24,100.871070861816,4.196226491323221e-05
25,121.102096557617,4.3773584646699775e-05
26,111.696716308594,3.856603770667606e-05
27,92.475662231445,3.290566044666219e-05
28,84.553688049316,3.245283012668501e-05
29,89.31950378418,3.766037706670872e-05
30,109.51895904541,4.354716929339955e-05
31,120.912719726562,4.2415094073365545e-05
32,103.900985717773,3.58490565600076e-05
33,88.246406555176,3.2e-05
34,84.206504821777,3.381132070000626e-05
35,95.537147521973,4.037735898659776e-05
36,118.103736877441,4.4e-05
37,115.989105224609,4.0150942860063984e-05
38,95.82120513916,3.381132070000626e-05
39,85.184921264648,3.222641496668993e-05
40,86.699882507324,3.607547152669754e-05
41,104.31128692627,4.264150942666577e-05
42,121.670204162598,4.3320754713332884e-05
43,108.382743835449,3.7433962486642055e-05
44,90.424156188965,3.245283012668501e-05
45,83.985580444336,3.3132075413352125e-05
46,91.812873840332,3.879245305996331e-05
47,113.180114746094,4.3773584646699775e-05
48,119.239952087402,4.150943420663176e-05
49,100.650131225586,3.494339630666353e-05
50,86.763008117676,3.2e-05
51,85.121795654297,3.471698095336331e-05
52,99.356109619141,4.150943420663176e-05
53,120.407737731934,4.3773584646699775e-05
54,112.927627563477,3.9018867640042953e-05
55,93.454078674316,3.3132075413352125e-05
56,84.553688049316,3.245283012668501e-05
57,88.625137329102,3.720754713334183e-05
58,108.288055419922,4.3320754713332884e-05
59,121.417709350586,4.264150942666577e-05
60,104.879402160645,3.6301886879984786e-05
61,88.656700134277,3.222641496668993e-05
62,84.14338684082,3.381132070000626e-05
63,94.905914306641,4.0150942860063984e-05
64,116.588775634766,4.4e-05
65,116.651901245117,4.037735898659776e-05
66,96.357749938965,3.4037735666696194e-05
67,85.405853271484,3.2e-05
68,86.384262084961,3.58490565600076e-05
69,103.490684509277,4.2415094073365545e-05
70,121.543952941895,4.354716929339955e-05
71,109.045539855957,3.766037706670872e-05
72,90.866020202637,3.245283012668501e-05
73,84.048706054688,3.290566044666219e-05
74,91.244758605957,3.856603770667606e-05
75,112.643569946289,4.3773584646699775e-05
76,119.460884094238,4.173584878669844e-05
77,100.965751647949,3.494339630666353e-05
78,86.763008117676,3.2e-05
79,84.67993927002,3.471698095336331e-05
80,98.851127624512,4.128301885333154e-05
81,120.155242919922,4.4e-05
