,Data Set 8:Pressure(kPa),Data Set 8:Angle(rad)
0,108.919288635254,3.799999921189653e-05
1,97.68334197998,3.476922931427664e-05
2,89.414184570312,3.2461537430942644e-05
3,85.216484069824,3.223076950357478e-05
4,84.206504821777,3.338461544522856e-05
5,87.394241333008,3.6153846335712115e-05
6,96.862731933594,4.0307692671424225e-05
7,109.676773071289,4.307692356190778e-05
8,119.555572509766,4.4e-05
9,119.618698120117,4.2153845547608656e-05
10,109.897705078125,3.869230929881459e-05
11,97.904273986816,3.476922931427664e-05
12,89.856048583984,3.2461537430942644e-05
13,85.279609680176,3.2e-05
14,84.206504821777,3.3153847517860693e-05
15,87.457359313965,3.6153846335712115e-05
16,96.136817932129,4.0076923167849443e-05
17,109.645210266113,4.307692356190778e-05
18,119.239952087402,4.4e-05
19,119.681823730469,4.2384616627377136e-05
20,110.62361907959,3.869230929881459e-05
21,98.37769317627,3.500000039404512e-05
22,90.171661376953,3.2692306934517426e-05
23,85.374290466309,3.2e-05
24,84.14338684082,3.3153847517860693e-05
25,87.078628540039,3.5923076832137334e-05
26,96.263061523438,4.0076923167849443e-05
27,109.045539855957,4.307692356190778e-05
28,119.271514892578,4.4e-05
29,119.776496887207,4.2384616627377136e-05
30,110.308006286621,3.869230929881459e-05
31,98.756439208984,3.500000039404512e-05
32,89.950736999512,3.2692306934517426e-05
33,85.374290466309,3.2e-05
34,84.14338684082,3.3153847517860693e-05
35,87.078628540039,3.5923076832137334e-05
36,96.19994354248,4.0076923167849443e-05
37,109.013977050781,4.307692356190778e-05
38,119.271514892578,4.4e-05
39,119.681823730469,4.2153845547608656e-05
40,110.087066650391,3.869230929881459e-05
41,97.935836791992,3.476922931427664e-05
42,89.792922973633,3.2461537430942644e-05
43,85.121795654297,3.2e-05
44,84.111831665039,3.338461544522856e-05
45,87.457359313965,3.6153846335712115e-05
46,96.357749938965,4.0307692671424225e-05
47,109.897705078125,4.307692356190778e-05
48,119.366203308105,4.4e-05
49,119.176826477051,4.2153845547608656e-05
50,109.045539855957,3.84615397952398e-05
51,97.588653564453,3.476922931427664e-05
52,89.193252563477,3.2461537430942644e-05
53,84.963989257812,3.223076950357478e-05
54,84.14338684082,3.338461544522856e-05
55,87.678298950195,3.63846142630932e-05
56,97.557090759277,4.053846217499901e-05
57,110.371124267578,4.3307693065482565e-05
58,119.808059692383,4.376923049642522e-05
59,118.861213684082,4.1923077620240786e-05
60,108.477432250977,3.823076871547132e-05
61,97.178352355957,3.453846138689555e-05
62,88.909194946289,3.2461537430942644e-05
63,84.648376464844,3.223076950357478e-05
64,84.14338684082,3.361538494880334e-05
65,88.246406555176,3.661538376665476e-05
66,98.030517578125,4.0769231678573795e-05
67,111.602027893066,4.3307693065482565e-05
68,119.90274810791,4.376923049642522e-05
69,118.198425292969,4.1692308116666004e-05
70,107.940879821777,3.799999921189653e-05
71,96.136817932129,3.4307691883333986e-05
72,88.625137329102,3.223076950357478e-05
73,84.648376464844,3.223076950357478e-05
74,84.301193237305,3.361538494880334e-05
75,88.625137329102,3.684615484642324e-05
76,99.324546813965,4.099999960594166e-05
77,112.201705932617,4.3538462569044126e-05
78,120.376174926758,4.376923049642522e-05
79,117.788116455078,4.146153861309122e-05
80,106.55216217041,3.7538461780953894e-05
81,95.537147521973,3.4076922379759205e-05
82,87.993911743164,3.223076950357478e-05
83,84.427444458008,3.223076950357478e-05
84,84.427444458008,3.384615445237812e-05
85,88.940757751465,3.730769227737911e-05
86,100.018905639648,4.123076910951644e-05
87,112.832939147949,4.3538462569044126e-05
88,120.502418518066,4.3538462569044126e-05
89,116.683464050293,4.123076910951644e-05
90,105.668434143066,3.730769227737911e-05
91,94.464050292969,3.384615445237812e-05
92,87.615173339844,3.223076950357478e-05
93,84.14338684082,3.223076950357478e-05
94,84.553688049316,3.4076922379759205e-05
95,90.076972961426,3.7538461780953894e-05
96,101.092002868652,4.1692308116666004e-05
97,114.347900390625,4.376923049642522e-05
98,120.597106933594,4.3538462569044126e-05
99,115.925979614258,4.0769231678573795e-05
100,104.658470153809,3.684615484642324e-05
101,93.580322265625,3.361538494880334e-05
102,86.92081451416,3.2e-05
103,84.017143249512,3.2461537430942644e-05
104,84.963989257812,3.453846138689555e-05
105,90.739776611328,3.799999921189653e-05
106,103.01725769043,4.1923077620240786e-05
107,115.231628417969,4.376923049642522e-05
108,120.660224914551,4.3307693065482565e-05
109,115.042251586914,4.0307692671424225e-05
110,102.82788848877,3.63846142630932e-05
111,92.791282653809,3.338461544522856e-05
112,86.699882507324,3.2e-05
113,84.017143249512,3.2461537430942644e-05
114,85.279609680176,3.476922931427664e-05
115,92.191612243652,3.84615397952398e-05
116,104.342849731445,4.2153845547608656e-05
117,116.651901245117,4.4e-05
118,120.597106933594,4.307692356190778e-05
119,113.464172363281,4.0076923167849443e-05
120,101.849479675293,3.5923076832137334e-05
121,91.812873840332,3.3153847517860693e-05
122,86.16333770752,3.2e-05
123,83.922454833984,3.2692306934517426e-05
124,85.595230102539,3.500000039404512e-05
125,93.106895446777,3.8923077226182446e-05
126,105.479072570801,4.261538455475822e-05
127,117.440940856934,4.4e-05
128,120.344612121582,4.2846154058333e-05
129,112.706687927246,3.96153857369068e-05
130,100.27140045166,3.546153940119468e-05
131,91.181640625,3.292307801428591e-05
132,85.658340454102,3.2e-05
133,83.985580444336,3.292307801428591e-05
134,86.321144104004,3.546153940119468e-05
135,94.116874694824,3.9384616233332016e-05
136,107.499015808105,4.2846154058333e-05
137,118.166862487793,4.4e-05
138,119.839622497559,4.261538455475822e-05
139,111.381103515625,3.915384672975723e-05
140,98.914245605469,3.500000039404512e-05
141,90.297912597656,3.2692306934517426e-05
142,85.216484069824,3.2e-05
143,83.827774047852,3.3153847517860693e-05
144,86.826126098633,3.5923076832137334e-05
145,96.073692321777,4.0076923167849443e-05
146,109.013977050781,4.307692356190778e-05
147,119.271514892578,4.4e-05
148,119.239952087402,4.2153845547608656e-05
149,109.203346252441,3.84615397952398e-05
150,97.68334197998,3.453846138689555e-05
151,89.13013458252,3.2461537430942644e-05
152,84.900863647461,3.2e-05
153,84.048706054688,3.338461544522856e-05
154,87.709854125977,3.661538376665476e-05
155,97.778022766113,4.053846217499901e-05
156,111.444229125977,4.3307693065482565e-05
157,119.90274810791,4.376923049642522e-05
158,117.882804870605,4.1692308116666004e-05
159,107.404327392578,3.7769231284528676e-05
160,95.600273132324,3.4076922379759205e-05
161,88.120155334473,3.223076950357478e-05
162,84.301193237305,3.223076950357478e-05
163,84.301193237305,3.384615445237812e-05
164,89.193252563477,3.730769227737911e-05
165,99.797966003418,4.123076910951644e-05
166,113.337921142578,4.376923049642522e-05
167,120.502418518066,4.3538462569044126e-05
168,116.651901245117,4.099999960594166e-05
169,105.479072570801,3.707692434999802e-05
170,94.243118286133,3.361538494880334e-05
171,87.141738891602,3.2e-05
172,84.14338684082,3.2461537430942644e-05
173,84.86930847168,3.4307691883333986e-05
174,90.518844604492,3.799999921189653e-05
175,102.82788848877,4.1923077620240786e-05
176,115.105377197266,4.376923049642522e-05
177,120.660224914551,4.3307693065482565e-05
178,115.010696411133,4.0307692671424225e-05
179,102.606964111328,3.63846142630932e-05
180,92.696601867676,3.3153847517860693e-05
181,86.384262084961,3.2e-05
182,83.922454833984,3.2692306934517426e-05
183,85.43741607666,3.500000039404512e-05
184,92.822845458984,3.869230929881459e-05
185,104.374412536621,4.2384616627377136e-05
186,117.283134460449,4.4e-05
187,120.470855712891,4.2846154058333e-05
188,112.517318725586,3.96153857369068e-05
189,100.650131225586,3.546153940119468e-05
190,90.929145812988,3.292307801428591e-05
191,85.658340454102,3.2e-05
192,83.890892028809,3.292307801428591e-05
193,86.16333770752,3.5692307328562545e-05
194,94.590293884277,3.96153857369068e-05
