,Data Set 2:Pressure(kPa),Data Set 2:Angle(rad)
0,89.31950378418,3.223076910193865e-05
1,84.743064880371,3.2e-05
2,85.43741607666,3.43076922016012e-05
3,93.043769836426,3.869230789691007e-05
4,108.351181030273,4.284615409622195e-05
5,120.028991699219,4.376923050400302e-05
6,117.882804870605,4.1461538696446915e-05
7,104.942520141602,3.6846153505141066e-05
8,92.507225036621,3.315384590377805e-05
9,85.753028869629,3.2e-05
10,84.427444458008,3.315384590377805e-05
11,89.666679382324,3.6846153505141066e-05
12,102.354469299316,4.1461538696446915e-05
13,117.283134460449,4.376923050400302e-05
14,120.723350524902,4.261538460022496e-05
15,110.465812683105,3.869230789691007e-05
16,96.484001159668,3.43076922016012e-05
17,87.583610534668,3.2e-05
18,84.33275604248,3.246153859793564e-05
19,86.7314453125,3.5230769397472484e-05
20,96.610244750977,4.007692250858167e-05
21,112.548881530762,4.330769151202227e-05
22,121.259895324707,4.3538462584212894e-05
23,114.505706787109,4.007692250858167e-05
24,100.113586425781,3.5461538893469465e-05
25,90.108535766602,3.246153859793564e-05
26,84.86930847168,3.2e-05
27,85.184921264648,3.407692270560422e-05
28,92.917533874512,3.846153840091308e-05
29,107.372772216797,4.261538460022496e-05
30,120.028991699219,4.376923050400302e-05
31,118.482475280762,4.1461538696446915e-05
32,104.816276550293,3.7076923001138053e-05
33,92.885971069336,3.315384590377805e-05
34,85.910842895508,3.2e-05
35,84.459007263184,3.315384590377805e-05
36,89.47730255127,3.6846153505141066e-05
37,101.944160461426,4.1461538696446915e-05
38,117.062202453613,4.376923050400302e-05
39,120.597106933594,4.261538460022496e-05
40,109.834579467773,3.846153840091308e-05
41,95.852767944336,3.407692270560422e-05
42,87.583610534668,3.2e-05
43,84.33275604248,3.246153859793564e-05
44,86.857688903809,3.5461538893469465e-05
45,97.620216369629,4.007692250858167e-05
46,112.801376342773,4.3538462584212894e-05
47,121.354583740234,4.3538462584212894e-05
48,114.568824768066,4.007692250858167e-05
49,100.082023620605,3.5461538893469465e-05
50,89.982299804688,3.246153859793564e-05
51,84.837745666504,3.2e-05
52,85.184921264648,3.43076922016012e-05
53,93.043769836426,3.869230789691007e-05
54,107.593704223633,4.284615409622195e-05
55,120.123680114746,4.376923050400302e-05
56,117.630310058594,4.1461538696446915e-05
57,104.374412536621,3.6846153505141066e-05
58,92.160049438477,3.315384590377805e-05
59,85.847717285156,3.2e-05
60,84.427444458008,3.338461539976181e-05
61,89.540428161621,3.7076923001138053e-05
62,103.301315307617,4.1692308192443896e-05
63,117.377815246582,4.4e-05
64,120.249931335449,4.238461510422798e-05
65,109.140228271484,3.823076969301953e-05
66,95.379333496094,3.407692270560422e-05
67,87.29955291748,3.2e-05
68,84.33275604248,3.2692307305829185e-05
69,87.078628540039,3.569230760137624e-05
70,98.251449584961,4.053846150057563e-05
71,114.126968383789,4.3538462584212894e-05
72,121.417709350586,4.330769151202227e-05
73,113.022308349609,3.984615380068812e-05
74,99.356109619141,3.4999999901488723e-05
75,89.193252563477,3.223076910193865e-05
76,84.774620056152,3.223076910193865e-05
77,85.62678527832,3.453846169759819e-05
78,93.738136291504,3.8923076604803616e-05
79,109.329597473145,4.284615409622195e-05
80,120.407737731934,4.376923050400302e-05
81,116.967514038086,4.099999970446617e-05
82,103.616928100586,3.638461530125053e-05
83,91.591934204102,3.292307680182617e-05
84,85.532104492188,3.2e-05
85,84.553688049316,3.361538450171369e-05
86,90.80290222168,3.7538461993132015e-05
87,104.31128692627,4.215384560824422e-05
88,118.009048461914,4.4e-05
89,119.808059692383,4.215384560824422e-05
90,107.309646606445,3.776923070102557e-05
91,94.684982299805,3.361538450171369e-05
92,86.636756896973,3.2e-05
93,84.238067626953,3.2692307305829185e-05
94,87.993911743164,3.615384580526677e-05
95,99.482353210449,4.099999970446617e-05
96,115.231628417969,4.376923050400302e-05
97,121.196784973145,4.307692359221893e-05
98,111.696716308594,3.915384688890404e-05
99,97.399284362793,3.453846169759819e-05
100,88.372650146484,3.223076910193865e-05
101,84.364318847656,3.223076910193865e-05
102,86.037086486816,3.4999999901488723e-05
103,95.852767944336,3.961538430469114e-05
104,111.00235748291,4.330769151202227e-05
105,121.133659362793,4.3538462584212894e-05
106,115.610366821289,4.053846150057563e-05
107,101.18669128418,3.569230760137624e-05
108,90.487281799316,3.246153859793564e-05
109,84.86930847168,3.2e-05
110,84.963989257812,3.407692270560422e-05
111,92.28630065918,3.823076969301953e-05
112,106.520599365234,4.261538460022496e-05
113,119.776496887207,4.4e-05
114,118.293098449707,4.1692308192443896e-05
115,105.352821350098,3.7076923001138053e-05
116,92.601913452148,3.315384590377805e-05
117,85.942398071289,3.2e-05
118,84.301193237305,3.315384590377805e-05
119,89.193252563477,3.6846153505141066e-05
120,102.606964111328,4.1692308192443896e-05
121,116.904388427734,4.4e-05
122,120.502418518066,4.261538460022496e-05
123,109.51895904541,3.846153840091308e-05
124,95.6318359375,3.407692270560422e-05
125,87.457359313965,3.2e-05
126,84.33275604248,3.2692307305829185e-05
127,87.015502929688,3.569230760137624e-05
128,98.251449584961,4.053846150057563e-05
129,114.253211975098,4.3538462584212894e-05
130,121.417709350586,4.330769151202227e-05
131,112.706687927246,3.961538430469114e-05
132,98.914245605469,3.4999999901488723e-05
133,88.751388549805,3.223076910193865e-05
134,84.648376464844,3.223076910193865e-05
135,85.81615447998,3.453846169759819e-05
136,94.369369506836,3.915384688890404e-05
137,110.339561462402,4.307692359221893e-05
138,120.881164550781,4.376923050400302e-05
139,116.115348815918,4.0769230208469185e-05
140,102.386032104492,3.592307709736e-05
141,90.834457397461,3.2692307305829185e-05
142,85.311172485352,3.2e-05
143,84.86930847168,3.384615399771067e-05
144,92.033805847168,3.799999940891912e-05
145,106.268112182617,4.238461510422798e-05
146,119.681823730469,4.4e-05
147,118.924339294434,4.1692308192443896e-05
148,105.321266174316,3.7076923001138053e-05
149,93.201583862305,3.315384590377805e-05
150,86.068649291992,3.2e-05
151,84.522125244141,3.315384590377805e-05
152,89.47730255127,3.6846153505141066e-05
153,102.165092468262,4.1692308192443896e-05
154,117.314697265625,4.4e-05
155,120.597106933594,4.261538460022496e-05
156,108.919288635254,3.823076969301953e-05
157,95.758079528809,3.384615399771067e-05
158,87.173301696777,3.2e-05
159,84.301193237305,3.2692307305829185e-05
160,87.457359313965,3.592307709736e-05
161,98.346130371094,4.053846150057563e-05
162,114.379463195801,4.376923050400302e-05
163,121.196784973145,4.307692359221893e-05
164,112.327949523926,3.9384615596797585e-05
165,97.841148376465,3.4769230405491736e-05
166,88.530464172363,3.223076910193865e-05
167,84.459007263184,3.223076910193865e-05
