,Data Set 7:Pressure(kPa),Data Set 7:Angle(rad)
0,104.658470153809,3.630188714260563e-05
1,90.96070098877,3.2679244524389056e-05
2,84.048706054688,3.2226416903414866e-05
3,85.721466064453,3.539622571481468e-05
4,98.251449584961,4.1056604999080796e-05
5,116.778144836426,4.4e-05
6,119.050582885742,4.173584952346985e-05
7,103.301315307617,3.6528300953086237e-05
8,90.171661376953,3.2679244524389056e-05
9,83.796211242676,3.245283071389547e-05
10,85.658340454102,3.5849056428710156e-05
11,99.545478820801,4.1509434166522116e-05
12,116.967514038086,4.4e-05
13,118.103736877441,4.1509434166522116e-05
14,102.82788848877,3.6075473332112054e-05
15,89.31950378418,3.245283071389547e-05
16,83.669960021973,3.245283071389547e-05
17,86.415824890137,3.6075473332112054e-05
18,101.218238830566,4.173584952346985e-05
19,117.977485656738,4.4e-05
20,117.093757629395,4.128301880957437e-05
21,101.439178466797,3.562263952530826e-05
22,88.625137329102,3.245283071389547e-05
23,83.480590820312,3.2679244524389056e-05
24,87.078628540039,3.6528300953086237e-05
25,101.660110473633,4.2188678690898196e-05
26,118.924339294434,4.4e-05
27,116.872825622559,4.08301880956789e-05
28,100.27140045166,3.539622571481468e-05
29,88.120155334473,3.2226416903414866e-05
30,83.449028015137,3.290566142779095e-05
31,87.772979736328,3.698113166698172e-05
32,103.269760131836,4.2415095594300094e-05
33,119.492446899414,4.4e-05
34,115.578804016113,4.0377357381796394e-05
35,98.693313598633,3.49433950009192e-05
36,87.583610534668,3.2226416903414866e-05
37,83.354347229004,3.313207523827156e-05
38,88.151718139648,3.7433962380864215e-05
39,105.131889343262,4.264151095124783e-05
40,119.839622497559,4.377358464306523e-05
41,114.190086364746,4.015094357130282e-05
42,97.462409973145,3.449056737994501e-05
43,86.857688903809,3.2e-05
44,83.543716430664,3.3358489048765136e-05
45,89.445747375488,3.7886793094759695e-05
46,107.088722229004,4.3094340118676175e-05
47,120.502418518066,4.377358464306523e-05
48,112.832939147949,3.969811285740734e-05
49,96.957420349121,3.426415047654312e-05
50,86.384262084961,3.2e-05
51,83.543716430664,3.3584905952167034e-05
52,90.550407409668,3.833962380865517e-05
53,107.846199035645,4.332075547562391e-05
54,121.00740814209,4.3547169286117495e-05
55,111.286415100098,3.901886833303126e-05
56,95.663391113281,3.4037733573141216e-05
