,Data Set 10:Pressure(kPa),Data Set 10:Angle(rad)
0,116.588775634766,4.022222199736338e-05
1,95.947448730469,3.37777769907591e-05
2,83.7646484375,3.222222098547313e-05
3,87.015502929688,3.733333400792259e-05
4,110.43424987793,4.377777901452687e-05
5,118.387786865234,4.1333334513861346e-05
6,97.083671569824,3.422222199736338e-05
7,84.111831665039,3.2e-05
8,86.226463317871,3.666666801584518e-05
9,108.698356628418,4.355555651122473e-05
10,119.145263671875,4.200000050593876e-05
11,98.37769317627,3.488888798944079e-05
12,84.837745666504,3.2e-05
13,85.500541687012,3.622221997359561e-05
14,105.636871337891,4.3333334007922584e-05
15,119.934310913086,4.2444443994726756e-05
16,100.871070861816,3.533333299604507e-05
17,85.311172485352,3.2e-05
18,84.238067626953,3.5555553981518205e-05
19,103.711616516113,4.288888900131831e-05
20,120.218368530273,4.26666664980289e-05
21,102.291343688965,3.599999898812248e-05
22,86.068649291992,3.2e-05
23,83.922454833984,3.488888798944079e-05
24,101.944160461426,4.2444443994726756e-05
25,120.565544128418,4.311110998680417e-05
26,103.900985717773,3.666666801584518e-05
27,87.29955291748,3.2e-05
28,83.449028015137,3.444444298283651e-05
29,98.472381591797,4.1777778002636615e-05
30,120.249931335449,4.3333334007922584e-05
31,106.836219787598,3.733333400792259e-05
32,88.151718139648,3.2e-05
33,83.133415222168,3.399999797623223e-05
34,96.610244750977,4.1111110492742925e-05
35,119.618698120117,4.355555651122473e-05
36,108.445869445801,3.8e-05
37,89.13013458252,3.222222098547313e-05
38,82.912483215332,3.3555556005273235e-05
39,94.842788696289,4.044444450066552e-05
40,117.945930480957,4.377777901452687e-05
41,110.339561462402,3.866666599207741e-05
42,91.023826599121,3.222222098547313e-05
43,82.944046020508,3.31111079630364e-05
44,91.907554626465,3.97777769907591e-05
45,116.683464050293,4.4e-05
46,111.949211120605,3.933333198416756e-05
47,92.160049438477,3.2666665992077407e-05
48,83.007164001465,3.2666665992077407e-05
49,90.392593383789,3.8888890013195824e-05
